statement,sentiment,language,rating,source
How to format a DOUBLE to print only two decimals in Eiffel,0,Eiffel,18,stackexchange
Implementation of primitive types in Eiffelcircular definitions in library source,0,Eiffel,18,stackexchange
Why using the equality sign in an assignment of a constant,0,Eiffel,18,stackexchange
What this Case Sensitivity really means,0,Eiffel,18,stackexchange
Number of available processors using Eiffel,0,Eiffel,18,stackexchange
How do you develop webapps in Eiffel,0,Eiffel,18,stackexchange
Why isn39t Eiffel39s automatic type conversion feature more popular,0.3333333333333333,Eiffel,18,stackexchange
Setting headers files in Eiffel,0,Eiffel,18,stackexchange
Ensure clause in Eiffel,0.25,Eiffel,18,stackexchange
Eiffel regular expression validation,0,Eiffel,18,stackexchange
Binary tree in Eiffel,0,Eiffel,18,stackexchange
Various questions regarding pure OO Getting set up WITHOUT an ide Tutorials The associated books,0,Eiffel,18,stackexchange
Access HASH_TABLE element eiffel,0,Eiffel,18,stackexchange
Detachable element in ensure Eiffel,0.2,Eiffel,18,stackexchange
How to make an Eiffel Vision2 window always on top,0.3,Eiffel,18,stackexchange
How to traverse a directory in eiffel,0,Eiffel,18,stackexchange
Alternative to EV_TIMEOUT in eiffel,0,Eiffel,18,stackexchange
I am unsure of the correct syntax to use in eiffel,-0.09090909090909091,Eiffel,18,stackexchange
Need Help Polymorphism,0.6666666666666666,Eiffel,18,stackexchange
initializing Without Creating An Instance Eiffel,0,Eiffel,18,stackexchange
Initializing Array in Eiffel,0,Eiffel,18,stackexchange
Immutable class in Eiffel,0,Eiffel,18,stackexchange
Console application via network in eiffel,0,Eiffel,18,stackexchange
Eiffel exception not work,0,Eiffel,18,stackexchange
Eiffel Iterable implementation on MAP,0,Eiffel,18,stackexchange
Apache Web server using fcgi,0,Eiffel,18,stackexchange
Which Eiffel compilers use Earley parsing,0,Eiffel,18,stackexchange
Examples of error handling in Eiffel,-0.3333333333333333,Eiffel,18,stackexchange
EiffelStudio no autocomplete for local entities,-0.16666666666666666,Eiffel,18,stackexchange
How do I append to end of a file without deleting its previous content in eiffel,0,Eiffel,18,stackexchange
Unknown eiffel syntax error,-0.5,Eiffel,18,stackexchange
Prove two algorithms are identical,0,Eiffel,18,stackexchange
What would be the disadvantages of building a website purely in Eiffel using EWF Eiffel Web Framework,0,Eiffel,18,stackexchange
Command line compilation of Hello World in Eiffel Unknown root class error,-0.16666666666666666,Eiffel,18,stackexchange
Amortized Complexity,0,Eiffel,18,stackexchange
Is there an beautiful way to assert preconditions in Java methods,0.2727272727272727,Eiffel,18,stackexchange
Proving an algorithm correct by induction,0,Eiffel,18,stackexchange
Exception throwing performance with deep stacks,0,Eiffel,18,stackexchange
How to use Eiffel functions,0,Eiffel,18,stackexchange
How to call classes methods in eiffel,0,Eiffel,18,stackexchange
Getting Emacs fillparagraph to play nice with javadoclike comments,0.3333333333333333,Elisp,18,stackexchange
Emacs How do you store the last parameter supplied by the user as the default,0,Elisp,18,stackexchange
what39s the fundamental differences of variables and symbols,0,Elisp,18,stackexchange
Relative path to absolute path in Elisp,0,Elisp,18,stackexchange
Where is the current version of the Emacs calc,0,Elisp,18,stackexchange
Emacs Mx commands for invoking quotGUIstylequot menus,0,Elisp,18,stackexchange
Help with an interactive Emacs Lisp function for replacing text,0.2,Elisp,18,stackexchange
Handling http authenticated urls from elisp,0,Elisp,18,stackexchange
why shouldn39t I use a pushmark,0,Elisp,18,stackexchange
How do I get basic AppltgtEmacs integration,0,Elisp,18,stackexchange
Why does this Emacs Lisp snippet break listcolorsdisplay,0,Elisp,18,stackexchange
Function for finding and returning the match from a regular expression,0,Elisp,18,stackexchange
Emacs function to message the python function I39m in,0,Elisp,18,stackexchange
Does anyone have an Emacs macro for indenting and unindenting blocks of text,-0.07692307692307693,Elisp,18,stackexchange
Splitting window in Emacs Lisp function,0,Elisp,18,stackexchange
Run sgmlprettyprint when opening an xml file in emacs,0,Elisp,18,stackexchange
What is the difference between globalsetkey and definekey globalmap in Emacs,0,Elisp,18,stackexchange
In Emacs how do I change the minibuffer completion list window,0,Elisp,18,stackexchange
In emacs XML mode how to prettyformat an XML schema file,0,Elisp,18,stackexchange
In emacs how do I highlight the current line in the current frame only,0.14285714285714285,Elisp,18,stackexchange
Matching regexp with grouping in emacs,0,Elisp,18,stackexchange
how to align arguments to functions in emacs,0,Elisp,18,stackexchange
configure emacs variables for a specific function,0,Elisp,18,stackexchange
Emacs talking to XCode,0,Elisp,18,stackexchange
Wrapping a quoted function in emacslisp,0,Elisp,18,stackexchange
Searching with intelligent bracket counting Elisp,0.3333333333333333,Elisp,18,stackexchange
Maximizing an Emacs frame to just one monitor with elisp,0,Elisp,18,stackexchange
Insert spaces instead of TAB in Emacs vipermode,0,Elisp,18,stackexchange
Match regular expression as keyword in definegenericmode,0,Elisp,18,stackexchange
How do I intercept CtrlG in Emacs,0,Elisp,18,stackexchange
emacs globalsetkey and calling interactive function with argument,0,Elisp,18,stackexchange
How do I do crossproject refactorings with ropemacs,0,Elisp,18,stackexchange
How do I swap CTRL and CAPS LOCK on Carbon Emacs on OSX without doing it OSwide,0,Elisp,18,stackexchange
How to create buffer similar to compilation in Emacs,0,Elisp,18,stackexchange
how to avoid accidentally killing text in emacs,-0.75,Elisp,18,stackexchange
What39s the best way to handle multiple likenamed files in emacs,0.2727272727272727,Elisp,18,stackexchange
Make Emacs less aggressive about indentation,-0.3333333333333333,Elisp,18,stackexchange
Emacs Adding tooltips to output in subsidiary process in comint say,0,Elisp,18,stackexchange
Creating a POST with url elisp package in emacs utf8 problem,-0.18181818181818182,Elisp,18,stackexchange
How to refer to the file currently being loaded in Emacs Lisp,0,Elisp,18,stackexchange
load a dynamic library from elisp,0,Elisp,18,stackexchange
How to display autocomplete choices in emacs,0,Elisp,18,stackexchange
How to center a string in elisp,0,Elisp,18,stackexchange
How to preserve clipboard content in Emacs on Windows,0,Elisp,18,stackexchange
emacs visuallinemode and fillparagraph,0,Elisp,18,stackexchange
multicharacter parentheses in syntax table,0,Elisp,18,stackexchange
Why do I start iswitchbmode this way,0,Elisp,18,stackexchange
Updating fontlock keywords in emacs without major mode reload,0,Elisp,18,stackexchange
Emacs Lisp syntax highlighting,0,Elisp,18,stackexchange
Vim style Omnicomplete for emacs,0,Elisp,18,stackexchange
elisp how to check if Shift key is pressed,0,Elisp,18,stackexchange
A beautifier for lisp,0,Elisp,18,stackexchange
How to use Emacs39s urlel lib without having it ask the user on a 401 Unauthorized response,0,Elisp,18,stackexchange
emacs noncontiguous buffer region,0,Elisp,18,stackexchange
Can an elisp piece of code quotyieldquot so emacs doesn39t block,-0.09090909090909091,Elisp,18,stackexchange
Command to center screen horizontally around cursor on emacs,0,Elisp,18,stackexchange
How do I get the number of days in the month specified by an elisp time,0,Elisp,18,stackexchange
strtotime for Emacs Lisp,0,Elisp,18,stackexchange
CGI Programming in Elisp,0,Elisp,18,stackexchange
Horizontal split for poptobuffer in Emacs 23,0,Elisp,18,stackexchange
Figure out what buffers have been opened by a function in elisp,0,Elisp,18,stackexchange
difference between defalias 39A symbolfunction 39B and defalias 39A 39B,0,Elisp,18,stackexchange
In need of an emacslisp function to open certain file types as read only,0.07142857142857142,Elisp,18,stackexchange
Emacs  slime not starting,0,Elisp,18,stackexchange
Define an emacs command that calls another emacs command preserving interactive stuff,0,Elisp,18,stackexchange
Emacs Ch c doesn39t seem to work for chords 3 combinations long,0,Elisp,18,stackexchange
Extracting URLs from an Emacs buffer,0,Elisp,18,stackexchange
Lisp script to parse csv and generate HTML table,0,Elisp,18,stackexchange
MySql queries from elisp,0,Elisp,18,stackexchange
Building and maintaining a database in Emacs,0,Elisp,18,stackexchange
Testing for platform in elisp,0,Elisp,18,stackexchange
Traversing a directory tree,0,Elisp,18,stackexchange
Get local cvs comment history when committing files in emacs,0.1,Elisp,18,stackexchange
In emacs how does the quothyperlinkquot in the Help buffer work,0.18181818181818182,Elisp,18,stackexchange
Emacs Lisp evaluate variable in alist,0,Elisp,18,stackexchange
How to handle conflicting keybindings,-0.4,Elisp,18,stackexchange
Emacs23 phpmode problem,-0.6666666666666666,Elisp,18,stackexchange
function to call same shell command in dired,0,Elisp,18,stackexchange
eval during emacs lisp macro expansion,0,Elisp,18,stackexchange
Difference between symbol and variable name in emacs lisp,0,Elisp,18,stackexchange
Emacs  Using quotSelect Allquot in Function how to find the function bound to a key,0,Elisp,18,stackexchange
How can I copy the end of the line starting one line above the cursor,0,Elisp,18,stackexchange
Elisp function returning mark instead of the right value,0,Elisp,18,stackexchange
What is the simplest most portable way to send an email in elisp,0,Elisp,18,stackexchange
How to write an Emacs function to wrap the marked region with specified text,0,Elisp,18,stackexchange
how to know current buffer have setmark,0,Elisp,18,stackexchange
Natural order sort for Emacs Lisp,0.16666666666666666,Elisp,18,stackexchange
emacs adding modes to hideshow alist,0,Elisp,18,stackexchange
elisp Is there a way to get the name of the current el module like __FILE__ in C,0.1111111111111111,Elisp,18,stackexchange
how to run certain elisp code after starting a new emacsclient frame,0.08333333333333333,Elisp,18,stackexchange
Emacs rgrep customization,0,Elisp,18,stackexchange
Getting stock prices from Yahoo with Elisp,0,Elisp,18,stackexchange
Set some word with highlight color in emacs,0.25,Elisp,18,stackexchange
Using the value of a variable for setting my load path,0,Elisp,18,stackexchange
Sorting buffer lines by a field,0,Elisp,18,stackexchange
Modify modecompileel to handle MSWindows paths with imbedded blanks,0,Elisp,18,stackexchange
elisp function that returns the current file being interpreted,0,Elisp,18,stackexchange
Operating on multiple lists,0,Elisp,18,stackexchange
Writing quotHello Worldquot in Emacs,0,Elisp,18,stackexchange
39Either or39 type of regex in Emacs occur function,0,Elisp,18,stackexchange
Merging records for Mnesia,0,Erlang,18,stackexchange
Mnesia table replicationsharing,0,Erlang,18,stackexchange
Mnesia write fails,-0.6666666666666666,Erlang,18,stackexchange
Should a client handling process be added to the supervisor tree,0,Erlang,18,stackexchange
listsusort for nth element in tuple,0,Erlang,18,stackexchange
YAWS fronting Tomcat,0,Erlang,18,stackexchange
Is it possible to perform arbitrary data analysis in Erlang,0,Erlang,18,stackexchange
Erlang  code analysis,0,Erlang,18,stackexchange
Any way to convert a regular string in ActionScript 3 to a ByteArray of Latin1 Character Codes,0,Erlang,18,stackexchange
Naming nodes in Erlang,0,Erlang,18,stackexchange
Suitable data storage backend for Erlang application when data doesn39t fit memory,0.08333333333333333,Erlang,18,stackexchange
Erlang doing a good job,0.6,Erlang,18,stackexchange
Erlang Building Dynamic File Names,0,Erlang,18,stackexchange
gen_server named timer_server caused timer module functions to not return,0,Erlang,18,stackexchange
Erlang frames  dictionary datatype,0,Erlang,18,stackexchange
Erlang  spawning processes and passing arguments,0,Erlang,18,stackexchange
Erlang and runtime record limitations,0,Erlang,18,stackexchange
Learning Erlang speedbump thread common small problems,-0.2857142857142857,Erlang,18,stackexchange
Is there an easier way to modify a value in a subsubsub record field in Erlang,0,Erlang,18,stackexchange
Protocol simplicity versus quotpropernessquot,0,Erlang,18,stackexchange
Preserving relational integrity with Mnesia,0.4,Erlang,18,stackexchange
pattern matching  implementation,0,Erlang,18,stackexchange
can one make concurrent scalable reliable programs in C as in erlang,0,Erlang,18,stackexchange
How to quotshare statequot with Erlang Style Concurrency,0,Erlang,18,stackexchange
Unexpected behavior of iofread in Erlang,0,Erlang,18,stackexchange
Using Erlang how should I distribute load amongst a cluster,0,Erlang,18,stackexchange
